address,ticketNumber,longitude,latitude
"3600 30th Ave W., Vancouver, BC, Canada",12,-123.1852326,49.2452187
"1200 Glen Dr., Vancouver, BC, Canada",2,-123.0813176,49.2741495
"1700 Lakewood Dr., Vancouver, BC, Canada",6,-123.0616953,49.269168
"100 Alexander St., Vancouver, BC, Canada",728,-123.1023331,49.2836048
"900 24th Ave W., Vancouver, BC, Canada",1,-123.0862188,49.2490072
"200 Lakewood Dr., Vancouver, BC, Canada",25,-123.0616825,49.2829242
"700 37th Ave W., Vancouver, BC, Canada",12,-123.1194716,49.2373862
"1700 16th Ave E., Vancouver, BC, Canada",14,-123.0696978,49.2563415
"3200 49th Ave E., Vancouver, BC, Canada",2,-123.0388619,49.2246913
"0 41st Ave W., Vancouver, BC, Canada",2,-123.1582998,49.2343653
"1900 11th Ave E., Vancouver, BC, Canada",46,-123.0652454,49.2604284
"3000 Broadway St. W., Vancouver, BC, Canada",594,-123.1721936,49.2640324
"8600 Osler St., Vancouver, BC, Canada",8,-123.131617,49.208472
"400 Garden Dr., Vancouver, BC, Canada",38,-123.0578505,49.2811886
"1400 Marine Dr. S.W., Vancouver, BC, Canada",4,-123.1410507,49.2029398
"1100 72nd Ave W., Vancouver, BC, Canada",44,-123.1324842,49.2056761
"4700 Gladstone St., Vancouver, BC, Canada",19,-123.0624833,49.2425529
"200 43rd Ave E., Vancouver, BC, Canada",7,-123.1013877,49.2310591
"600 Thurlow St., Vancouver, BC, Canada",144,-123.1203758,49.2875463
"0 40th Ave E., Vancouver, BC, Canada",5,-123.082549,49.2337305
"0 38th Ave W., Vancouver, BC, Canada",1,-123.1207375,49.2827291
"5600 Main St., Vancouver, BC, Canada",2,-123.1012337,49.2344704
"1000 Cordova St. W., Vancouver, BC, Canada",2083,-123.1152564,49.2873487
"100 38th Ave W., Vancouver, BC, Canada",2,-123.103592,49.236361
"2000 Trafalgar St., Vancouver, BC, Canada",10,-123.1645454,49.2683413
"5500 Cypress St, Vancouver, BC, Canada",1,-123.1491208,49.2363419
"2000 Granville St., Vancouver, BC, Canada",1,-123.1385587,49.2671413
"700 Cordova St. W., Vancouver, BC, Canada",361,-123.1130483,49.2860525
"4200 46th Ave E., Vancouver, BC, Canada",1,-123.0238064,49.2279214
"300 35th Ave E., Vancouver, BC, Canada",4,-123.0989146,49.2387023
"3300 Clive Ave., Vancouver, BC, Canada",48,-123.0350883,49.2390045
"5700 Fraser St., Vancouver, BC, Canada",7,-123.0904684,49.2329041
"6100 Beatrice St., Vancouver, BC, Canada",12,-123.0666746,49.2288912
"3900 Taylor St., Vancouver, BC, Canada",1,-123.1058788,49.2801246
"6000 Balsam St., Vancouver, BC, Canada",4,-123.1610917,49.2319389
"6300 Elm St., Vancouver, BC, Canada",1,-123.164368,49.2290967
"6000 Elm St., Vancouver, BC, Canada",3,-123.1639267,49.2320066
"4300 St. George St., Vancouver, BC, Canada",5,-123.0938251,49.2453089
"5900 Balsam St., Vancouver, BC, Canada",6,-123.1614158,49.2328246
"1400 Georgia St. E., Vancouver, BC, Canada",19,-123.0753757,49.2783994
"2900 42nd Ave E., Vancouver, BC, Canada",11,-123.0458351,49.2318643
"3900 19th Ave W., Vancouver, BC, Canada",2,-123.1907942,49.2556121
"2800 Birch St., Vancouver, BC, Canada",62,-123.1338165,49.2608052
"600 National Ave., Vancouver, BC, Canada",11,-123.0921156,49.2734556
"6700 Fraser St., Vancouver, BC, Canada",6,-123.090814,49.2235464
"2000 Creelman Ave., Vancouver, BC, Canada",105,-123.1498721,49.274361
"1000 Quebec St., Vancouver, BC, Canada",30,-123.102096,49.2760907
"400 Pacific St., Vancouver, BC, Canada",54,-123.1261698,49.2730687
"600 Alamein Ave., Vancouver, BC, Canada",1,-123.1683271,49.2500734
"2600 Hemlock St., Vancouver, BC, Canada",203,-123.1361732,49.2625954
"1600 10th Ave W., Vancouver, BC, Canada",83,-123.1411568,49.2624534
"800 Pender St. E., Vancouver, BC, Canada",104,-123.1164446,49.28526189999999
"300 8th Ave E., Vancouver, BC, Canada",245,-123.0989399,49.263672
"1600 Charles St., Vancouver, BC, Canada",280,-123.0710352,49.2728361
"1000 Dunsmuir St., Vancouver, BC, Canada",711,-123.1193954,49.2855457
"5500 Cambie St., Vancouver, BC, Canada",15,-123.1159716,49.2353872
"600 Hastings St. E., Vancouver, BC, Canada",108,-123.0913713,49.28102759999999
"900 W. Kent Ave. N., Vancouver, BC, Canada",1,-123.1191258,49.2057543
"2500 Hastings St. E., Vancouver, BC, Canada",64,-123.0548229,49.2809989
"2700 35th Ave W., Vancouver, BC, Canada",3,-123.1656744,49.2403938
"1600 Nelson St., Vancouver, BC, Canada",121,-123.1358444,49.28729560000001
"700 Vernon Dr., Vancouver, BC, Canada",12,-123.0790353,49.2784582
"2900 Wall St., Vancouver, BC, Canada",19,-123.0449571,49.2909994
"6200 Yukon St., Vancouver, BC, Canada",3,-123.1121189,49.2451507
"900 Broadway St. E., Vancouver, BC, Canada",28,-123.1243701,49.26349399999999
"600 Pender St. E., Vancouver, BC, Canada",79,-123.0914691,49.2802538
"1100 Bute St., Vancouver, BC, Canada",45,-123.1315356,49.2827639
"2100 York Ave., Vancouver, BC, Canada",90,-123.1526552,49.2716595
"5900 Victoria Dr., Vancouver, BC, Canada",6,-123.0655929,49.2303446
"2900 Broadway St. E., Vancouver, BC, Canada",32,-123.0443804,49.2620043
"1400 64th Ave W., Vancouver, BC, Canada",62,-123.1376266,49.2130946
"5900 Yew St., Vancouver, BC, Canada",22,-123.1585945,49.2327731
"1900 Barclay St., Vancouver, BC, Canada",126,-123.1391314,49.291096
"5200 Cambie St., Vancouver, BC, Canada",8,-123.116232,49.23737
"5500 Oak St., Vancouver, BC, Canada",11,-123.1276942,49.2357637
"400 Dunlevy Ave., Vancouver, BC, Canada",71,-123.0951429,49.281073
"400 18th Ave E., Vancouver, BC, Canada",6,-123.0965633,49.2547272
"3100 21st Ave E., Vancouver, BC, Canada",9,-123.039051,49.251485
"5300 Spencer St., Vancouver, BC, Canada",10,-123.0397998,49.2364978
"200 Heatley Ave., Vancouver, BC, Canada",31,-123.0894512,49.2829991
"1500 Semlin Dr., Vancouver, BC, Canada",4,-123.0635975,49.27153879999999
"2600 St. Catherines St., Vancouver, BC, Canada",19,-123.0850763,49.2613067
"2000 1st Ave W., Vancouver, BC, Canada",46,-123.0636633,49.2693862
"800 17th Ave W., Vancouver, BC, Canada",73,-123.1220635,49.25613629999999
"3800 Dumfries St., Vancouver, BC, Canada",17,-123.0729858,49.2510075
"100 29th Ave E., Vancouver, BC, Canada",100,-123.0405753,49.2445379
"600 23rd Ave E., Vancouver, BC, Canada",40,-123.1181542,49.2504554
"5200 Sherbrooke St., Vancouver, BC, Canada",3,-123.0813168,49.2374523
"600 52nd Ave E., Vancouver, BC, Canada",4,-123.0924991,49.2224753
"0 2nd Ave W., Vancouver, BC, Canada",199,-123.1416108,49.2696244
"400 Kamloops St., Vancouver, BC, Canada",43,-123.0545935,49.2811438
"1500 6th Ave E., Vancouver, BC, Canada",25,-123.0715827,49.2648123
"1300 Bidwell St., Vancouver, BC, Canada",84,-123.1417905,49.2850359
"2100 4th Ave W., Vancouver, BC, Canada",1508,-123.1529592,49.26802
"1700 4th Ave W., Vancouver, BC, Canada",685,-123.1432774,49.2679897
"2100 37th Ave E., Vancouver, BC, Canada",5,-123.0637022,49.23673420000001
"1700 5th Ave W., Vancouver, BC, Canada",477,-123.1432623,49.2671307
"1900 13th Ave E., Vancouver, BC, Canada",19,-123.0659644,49.2586267
"2200 4th Ave W., Vancouver, BC, Canada",2053,-123.15535,49.2679266
"5200 Yew St., Vancouver, BC, Canada",1,-123.1581265,49.2383643
"800 10th Ave E., Vancouver, BC, Canada",8,-123.0869974,49.2613348
"3900 36th Ave W., Vancouver, BC, Canada",2,-123.1909473,49.23949349999999
"3500 Clark Dr., Vancouver, BC, Canada",10,-123.0779372,49.2526185
"3800 36th Ave W., Vancouver, BC, Canada",5,-123.188171,49.2395193
"2800 Pine St., Vancouver, BC, Canada",52,-123.1435063,49.26071349999999
"2000 Scotia St., Vancouver, BC, Canada",49,-123.0987089,49.26737869999999
"2800 8th Ave W., Vancouver, BC, Canada",25,-123.1686424,49.2647632
"1400 Davie St., Vancouver, BC, Canada",130,-123.1366643,49.283591
"5500 Heather St., Vancouver, BC, Canada",2,-123.1208556,49.23556560000001
"5300 Cecil St., Vancouver, BC, Canada",71,-123.0346446,49.2366355
"1200 12th Ave E., Vancouver, BC, Canada",6,-123.0795622,49.2594478
"2900 Water St., Vancouver, BC, Canada",1,-93.68001330000001,44.8344406
"900 Kingsway, Vancouver, BC, Canada",29,-123.0853327,49.2541923
"7100 Prince Edward St., Vancouver, BC, Canada",2,-123.0974727,49.2200196
"3700 26th Ave W., Vancouver, BC, Canada",4,-123.0856723,49.3137325
"1000 Broughton St., Vancouver, BC, Canada",38,-123.1330929,49.2858117
"2900 38th Ave W., Vancouver, BC, Canada",4,-123.1702852,49.2375754
"4000 Cambie St., Vancouver, BC, Canada",30,-123.1151286,49.2499883
"200 Alexandra St., Vancouver, BC, Canada",2,-123.1414566,49.24934709999999
"3500 26th Ave W., Vancouver, BC, Canada",41,-123.181825,49.249004
"2000 Main St., Vancouver, BC, Canada",12,-123.1006772,49.2671647
"6100 Ash St., Vancouver, BC, Canada",94,-123.118468,49.2479947
"1200 27th Ave W., Vancouver, BC, Canada",6,-123.0800299,49.246257
"5600 Alma St., Vancouver, BC, Canada",11,-123.1864764,49.235678
"600 Prior St., Vancouver, BC, Canada",13,-123.091516,49.2764853
"700 27th Ave W., Vancouver, BC, Canada",22,-123.1206201,49.2469186
"400 Drake St., Vancouver, BC, Canada",291,-123.124565,49.2737874
"2900 Columbia St., Vancouver, BC, Canada",6,-123.1095939,49.2593896
"2700 Grandview Hwy. S., Vancouver, BC, Canada",1,-123.0466296,49.2579339
"5400 Joyce St., Vancouver, BC, Canada",3,-123.034658,49.2354505
"4100 Willow St., Vancouver, BC, Canada",4,-123.1223274,49.249217
"4400 Yukon St., Vancouver, BC, Canada",10,-123.1120595,49.2459997
"2500 Guelph St., Vancouver, BC, Canada",47,-123.0949314,49.26256249999999
"3200 Quebec St., Vancouver, BC, Canada",22,-123.1032397,49.2566081
"1800 Robson St., Vancouver, BC, Canada",368,-123.1354798,49.2912429
"800 16th Ave E., Vancouver, BC, Canada",9,-123.0874946,49.2563921
"2600 31st Ave W., Vancouver, BC, Canada",1,-123.1643177,49.2441919
"3500 Wellington Ave., Vancouver, BC, Canada",10,-123.0301623,49.2400809
"2300 Renfrew St., Vancouver, BC, Canada",13,-123.0442994,49.2638487
"1100 21st Ave E., Vancouver, BC, Canada",14,-123.081846,49.25178709999999
"300 23rd Ave W., Vancouver, BC, Canada",16,-123.1113707,49.2497881
"8700 French St., Vancouver, BC, Canada",14,-123.1392571,49.2070424
"600 43rd Ave E., Vancouver, BC, Canada",6,-123.0923967,49.2308306
"500 43rd Ave E., Vancouver, BC, Canada",7,-123.0939204,49.2310376
"3800 Sophia St., Vancouver, BC, Canada",4,-123.0983726,49.2522947
"4500 Highbury St., Vancouver, BC, Canada",1,-123.1878769,49.2492394
"1100 Hornby St., Vancouver, BC, Canada",340,-123.1265073,49.2793247
"500 52nd Ave E., Vancouver, BC, Canada",8,-123.0940198,49.2224772
"1500 21st Ave E., Vancouver, BC, Canada",3,-123.073098,49.2516408
"4000 36th Ave W., Vancouver, BC, Canada",4,-123.1937135,49.23949
"1400 21st Ave E., Vancouver, BC, Canada",12,-123.076012,49.251685
"1800 12th Ave W., Vancouver, BC, Canada",21,-123.1458714,49.2608943
"800 Sennock Cr., Vancouver, BC, Canada",1,-123.2045896,49.2363396
"200 41st Ave W., Vancouver, BC, Canada",1,-123.1107584,49.2332818
"2100 Semlin Dr., Vancouver, BC, Canada",2,-123.0638863,49.265949
"6400 Manitoba St., Vancouver, BC, Canada",4,-123.1083836,49.2267881
"4500 Culloden St., Vancouver, BC, Canada",9,-123.0786622,49.24203929999999
"1200 Pacific St., Vancouver, BC, Canada",109,-123.1367991,49.27963279999999
"4700 Windsor St., Vancouver, BC, Canada",10,-123.0837451,49.242629
"1500 Larch St., Vancouver, BC, Canada",12,-123.1618655,49.2723735
"4000 31st Ave W., Vancouver, BC, Canada",1,-123.193661,49.24428
"300 Skeena St., Vancouver, BC, Canada",36,-123.028124,49.28194430000001
"1900 Ontario St., Vancouver, BC, Canada",94,-123.1045096,49.2681642
"2000 36th Ave E., Vancouver, BC, Canada",11,-123.0657211,49.2374016
"800 Bute St., Vancouver, BC, Canada",58,-123.1270874,49.2857189
"3000 Maddams St, Vancouver, BC, Canada",15,-123.0750359,49.2566633
"600 Robson St., Vancouver, BC, Canada",102,-123.1192114,49.2806832
"1900 Charles St., Vancouver, BC, Canada",22,-123.0656948,49.2730194
"7900 Cambie St., Vancouver, BC, Canada",9,-123.1165767,49.2133458
"3700 Oak St., Vancouver, BC, Canada",27,-123.1272392,49.252577
"1600 Kitchener St., Vancouver, BC, Canada",266,-123.0714956,49.2721623
"3100 8th Ave E., Vancouver, BC, Canada",67,-123.0390364,49.2629487
"400 50th Ave W., Vancouver, BC, Canada",1,-123.0973834,49.2243963
"2900 Ontario St., Vancouver, BC, Canada",30,-123.1048061,49.2592305
"5500 Manson St., Vancouver, BC, Canada",5,-123.1193033,49.2355042
"1400 Adanac St., Vancouver, BC, Canada",44,-123.0755584,49.2774471
"1100 Lily St, Vancouver, BC, Canada",11,-123.0643118,49.27448649999999
"2000 7th Ave E., Vancouver, BC, Canada",5,-123.063836,49.263908
"2600 Arbutus St., Vancouver, BC, Canada",153,-123.1529591,49.26286959999999
"600 Homer St., Vancouver, BC, Canada",566,-123.1133673,49.2813121
"2000 Broadway St. W., Vancouver, BC, Canada",342,-123.150531,49.2637442
"1000 10th Ave W., Vancouver, BC, Canada",103,-123.1266589,49.2624586
"400 Hastings St. E., Vancouver, BC, Canada",55,-123.0953844,49.2812578
"1100 Connaught Dr., Vancouver, BC, Canada",7,-123.1300222,49.2436221
"1500 26th Ave E., Vancouver, BC, Canada",26,-123.0733094,49.2476564
"600 Bute St., Vancouver, BC, Canada",536,-123.1242076,49.28786789999999
"2900 44th Ave E., Vancouver, BC, Canada",29,-123.044697,49.2297544
"1000 Robson St., Vancouver, BC, Canada",2010,-123.1233137,49.2833507
"800 Seymour St., Vancouver, BC, Canada",1856,-123.1193045,49.280081
"2400 Ash St., Vancouver, BC, Canada",984,-123.1175101,49.2641696
"2900 E. Kent Ave. N., Vancouver, BC, Canada",10,-123.0420645,49.20684120000001
"900 Howe St., Vancouver, BC, Canada",863,-123.1225148,49.280592
"500 Broadway St. W., Vancouver, BC, Canada",1290,-123.1152287,49.263056
"700 Nelson St., Vancouver, BC, Canada",1050,-123.123025,49.2792781
"1000 Hastings St. W., Vancouver, BC, Canada",1541,-123.1171554,49.28716420000001
"1000 Hamilton St., Vancouver, BC, Canada",1502,-123.1189805,49.276537
"1500 Grant St., Vancouver, BC, Canada",62,-123.0735758,49.2714424
"200 Renfrew St., Vancouver, BC, Canada",22,-123.0440719,49.2829703
"400 Lakewood Dr., Vancouver, BC, Canada",12,-123.0616964,49.28123100000001
"1600 13th Ave E., Vancouver, BC, Canada",37,-123.0715944,49.2584892
"3800 31st Ave W., Vancouver, BC, Canada",2,-123.1882898,49.2442941
"6600 Quebec St., Vancouver, BC, Canada",8,-123.1038256,49.2249415
"6900 Whithorn ct., Vancouver, BC, Canada",8,-123.0312313,49.2204821
"1800 11th Ave E., Vancouver, BC, Canada",126,-123.0678278,49.260227
"600 Granville St., Vancouver, BC, Canada",16,-123.1165344,49.2835069
"2700 Blanca St., Vancouver, BC, Canada",1,-123.2152535,49.26305499999999
"4300 Ash St., Vancouver, BC, Canada",16,-123.1182153,49.2480881
"3300 8th Ave E., Vancouver, BC, Canada",19,-123.0341733,49.2629204
"7600 Yukon St., Vancouver, BC, Canada",6,-123.1151217,49.2102787
"1700 5th Ave E., Vancouver, BC, Canada",21,-123.0690611,49.2656104
"3200 Findlay St., Vancouver, BC, Canada",72,-123.0676121,49.2561411
"900 21st Ave W., Vancouver, BC, Canada",44,-123.1247482,49.2524515
"5200 Ash St., Vancouver, BC, Canada",4,-123.1174256,49.23825000000001
"900 McLean Dr., Vancouver, BC, Canada",4,-123.0739397,49.2773455
"1300 70th Ave W., Vancouver, BC, Canada",14,-123.1345021,49.2085127
"8000 Hudson St., Vancouver, BC, Canada",2,-123.13421,49.21303
"7700 Yukon St., Vancouver, BC, Canada",10,-123.1143405,49.2138538
"2700 34th Ave W., Vancouver, BC, Canada",1,-123.165654,49.24133699999999
"2600 33rd Ave W., Vancouver, BC, Canada",2,-123.1640756,49.2421057
"4200 Heather St., Vancouver, BC, Canada",5,-123.1202038,49.2480998
"900 32nd Ave W., Vancouver, BC, Canada",39,-123.1254373,49.2421908
"900 49th Ave W., Vancouver, BC, Canada",1,-123.1267339,49.2264641
"6600 Oak St., Vancouver, BC, Canada",2,-123.1280016,49.2254562
"400 24th Ave W., Vancouver, BC, Canada",23,-123.1845296,49.2510524
"2600 Carolina St., Vancouver, BC, Canada",16,-123.0908826,49.2613259
"7600 Oak St., Vancouver, BC, Canada",1,-123.129293,49.217111
"2100 13th Ave W., Vancouver, BC, Canada",12,-123.1530587,49.26006590000001
"0 Hemlock St., Vancouver, BC, Canada",1,-123.1361732,49.2625954
"1800 Creelman Ave., Vancouver, BC, Canada",65,-123.1466472,49.27429619999999
"500 27th Ave W., Vancouver, BC, Canada",9,-123.1156521,49.2470234
"2900 3rd Ave E., Vancouver, BC, Canada",5,-123.1701433,49.2691349
"200 Drake St., Vancouver, BC, Canada",215,-123.1232093,49.273142
"2500 Trutch St., Vancouver, BC, Canada",72,-123.1759262,49.2639419
"2900 Broadway St. W., Vancouver, BC, Canada",349,-123.1700814,49.26412329999999
"4300 Alma St., Vancouver, BC, Canada",28,-123.1860798,49.25803759999999
"1500 14th Ave W., Vancouver, BC, Canada",188,-123.1387331,49.2589157
"6200 Fraser St., Vancouver, BC, Canada",38,-123.0904209,49.2283351
"2400 2nd Ave W., Vancouver, BC, Canada",67,-123.1598012,49.2700149
"2500 Blenheim St., Vancouver, BC, Canada",103,-123.177737,49.26457079999999
"300 Keefer St., Vancouver, BC, Canada",201,-123.097189,49.279438
"1000 Gilford St., Vancouver, BC, Canada",19,-123.1402027,49.2903964
"200 29th Ave E., Vancouver, BC, Canada",152,-123.0405753,49.2445379
"700 49th Ave E., Vancouver, BC, Canada",22,-123.0908704,49.2254564
"2000 Pendrell St., Vancouver, BC, Canada",59,-123.1436955,49.289887
"500 65th Ave W., Vancouver, BC, Canada",80,-123.1175236,49.2112299
"1600 3rd Ave W., Vancouver, BC, Canada",369,-123.1407953,49.2688397
"1500 12th Ave W., Vancouver, BC, Canada",165,-123.138792,49.2607481
"5200 Joyce St., Vancouver, BC, Canada",56,-123.0325875,49.23745719999999
"1400 Harwood St., Vancouver, BC, Canada",139,-123.1389192,49.2822871
"900 Georgia St. W., Vancouver, BC, Canada",68,-123.1207825,49.2837494
"1600 Manitoba St., Vancouver, BC, Canada",378,-123.1068869,49.2711583
"5900 Beatrice St., Vancouver, BC, Canada",9,-123.066933,49.230528
"2900 8th Ave E., Vancouver, BC, Canada",54,-123.044219,49.2629557
"2600 Oak St., Vancouver, BC, Canada",165,-123.1266596,49.2624533
"2500 Hemlock St., Vancouver, BC, Canada",123,-123.1361501,49.2630858
"500 Helmcken St., Vancouver, BC, Canada",249,-123.1233299,49.2771532
"5100 Joyce St., Vancouver, BC, Canada",275,-123.0318373,49.238222
"2100 47th Ave W., Vancouver, BC, Canada",19,-123.0637139,49.2276142
"2300 Cambie St., Vancouver, BC, Canada",19,-123.114727,49.2649404
"500 22nd Ave W., Vancouver, BC, Canada",35,-123.1156526,49.25131409999999
"900 10th Ave W., Vancouver, BC, Canada",300,-123.1242375,49.2624179
"2600 Heather St., Vancouver, BC, Canada",112,-123.1199104,49.2623486
"2000 13th Ave E., Vancouver, BC, Canada",30,-123.0642257,49.2584267
"1100 Granville St., Vancouver, BC, Canada",161,-123.1246014,49.2778204
"1400 Beach Ave., Vancouver, BC, Canada",82,-123.1393589,49.28148840000001
"3100 Oak St., Vancouver, BC, Canada",45,-123.1270194,49.2578206
"700 28th Ave E., Vancouver, BC, Canada",45,-123.0902284,49.2455621
"1100 Mainland St, Vancouver, BC, Canada",1598,-123.1205451,49.2755027
"300 Robson St., Vancouver, BC, Canada",499,-123.1159258,49.2788392
"2000 Salsbury Dr., Vancouver, BC, Canada",1,-123.0673529,49.26988619999999
"2200 8th Ave E., Vancouver, BC, Canada",12,-123.0599573,49.2629741
"3300 Valley Dr., Vancouver, BC, Canada",1,-123.164086,49.2567963
"4200 Laurel St., Vancouver, BC, Canada",1,-123.1247338,49.24858330000001
"500 50th Ave W., Vancouver, BC, Canada",10,-123.0941155,49.2245593
"700 42nd Ave W., Vancouver, BC, Canada",11,-123.123546,49.2326861
"2200 Quebec St., Vancouver, BC, Canada",29,-123.102221,49.2661977
"5800 Fleming St., Vancouver, BC, Canada",2,-123.0726336,49.23177159999999
"1300 King Edward Ave. E., Vancouver, BC, Canada",4,-123.0774732,49.248548